39,39,39,Water
33,33,33,Water
30,30,30,Water
32,32,32,Water
33,33,33,Water
34,34,34,Water
36,36,36,Water
36,36,36,Water
32,32,32,Water
31,31,31,Water
37,37,37,Water
37,37,37,Water
36,36,36,Water
36,36,36,Water
36,36,36,Water
35,35,35,Water
35,35,35,Water
37,37,37,Water
38,38,38,Water
36,36,36,Water
35,35,35,Water
38,38,38,Water
36,36,36,Water
37,37,37,Water
39,39,39,Water
39,39,39,Water
38,38,38,Water
36,36,36,Water
36,36,36,Water
39,39,39,Water
40,40,40,Water
38,38,38,Water
36,36,36,Water
37,37,37,Water
38,38,38,Water
39,39,39,Water
39,39,39,Water
38,38,38,Water
37,37,37,Water
36,36,36,Water
36,36,36,Water
39,39,39,Water
38,38,38,Water
34,34,34,Water
38,38,38,Water
38,38,38,Water
38,38,38,Water
38,38,38,Water
38,38,38,Water
39,39,39,Water
36,36,36,Water
33,33,33,Water
35,35,35,Water
36,36,36,Water
34,34,34,Water
39,39,39,Water
38,38,38,Water
36,36,36,Water
36,36,36,Water
37,37,37,Water
39,39,39,Water
37,37,37,Water
33,33,33,Water
33,33,33,Water
36,36,36,Water
36,36,36,Water
39,39,39,Water
37,37,37,Water
35,35,35,Water
35,35,35,Water
36,36,36,Water
37,37,37,Water
36,36,36,Water
33,33,33,Water
34,34,34,Water
37,37,37,Water
38,38,38,Water
37,37,37,Water
35,35,35,Water
34,34,34,Water
33,33,33,Water
35,35,35,Water
36,36,36,Water
36,36,36,Water
34,34,34,Water
33,33,33,Water
36,36,36,Water
39,39,39,Water
36,36,36,Water
35,35,35,Water
35,35,35,Water
34,34,34,Water
35,35,35,Water
36,36,36,Water
36,36,36,Water
35,35,35,Water
32,32,32,Water
34,34,34,Water
39,39,39,Water
36,36,36,Water
37,37,37,Water
38,38,38,Water
38,38,38,Water
37,37,37,Water
36,36,36,Water
36,36,36,Water
36,36,36,Water
31,31,31,Water
32,32,32,Water
38,38,38,Water
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
0,0,0,Urban
