142,141,139,Urban
145,144,142,Urban
148,147,145,Urban
150,146,145,Urban
137,133,132,Urban
127,123,122,Urban
133,129,128,Urban
146,142,141,Urban
153,149,148,Urban
151,147,146,Urban
146,142,141,Urban
151,147,146,Urban
133,129,128,Urban
127,123,122,Urban
130,126,125,Urban
132,128,127,Urban
141,137,136,Urban
146,142,141,Urban
139,135,134,Urban
150,149,147,Urban
153,152,150,Urban
153,152,150,Urban
159,155,154,Urban
151,147,146,Urban
145,141,140,Urban
147,143,142,Urban
152,148,147,Urban
154,150,149,Urban
151,147,146,Urban
146,142,141,Urban
145,141,140,Urban
126,122,121,Urban
121,117,116,Urban
127,123,122,Urban
132,128,127,Urban
140,136,135,Urban
144,140,139,Urban
137,133,132,Urban
155,154,152,Urban
160,159,157,Urban
156,155,153,Urban
157,153,152,Urban
154,150,149,Urban
152,148,147,Urban
150,146,145,Urban
150,146,145,Urban
148,144,143,Urban
145,141,140,Urban
141,137,136,Urban
141,137,136,Urban
123,119,118,Urban
122,118,117,Urban
136,132,131,Urban
147,143,142,Urban
157,153,152,Urban
160,156,155,Urban
152,148,147,Urban
154,153,151,Urban
158,157,155,Urban
149,148,146,Urban
153,149,148,Urban
153,149,148,Urban
152,148,147,Urban
151,147,146,Urban
155,151,150,Urban
158,154,153,Urban
155,151,150,Urban
150,146,145,Urban
148,144,143,Urban
132,128,127,Urban
136,132,131,Urban
155,151,150,Urban
167,163,162,Urban
171,167,166,Urban
168,164,163,Urban
157,153,152,Urban
150,149,147,Urban
152,151,149,Urban
137,136,134,Urban
154,150,149,Urban
155,151,150,Urban
155,151,150,Urban
159,155,154,Urban
171,167,166,Urban
182,178,177,Urban
181,177,176,Urban
172,168,167,Urban
156,152,151,Urban
141,137,136,Urban
148,144,143,Urban
169,165,164,Urban
175,171,170,Urban
169,165,164,Urban
158,154,153,Urban
144,140,139,Urban
149,148,146,Urban
148,147,145,Urban
127,126,124,Urban
143,139,138,Urban
147,143,142,Urban
150,146,145,Urban
157,153,152,Urban
172,168,167,Urban
186,182,181,Urban
185,181,180,Urban
174,170,169,Urban
148,144,143,Urban
136,132,131,Urban
149,145,144,Urban
173,169,168,Urban
178,174,173,Urban
170,166,165,Urban
160,156,155,Urban
150,146,145,Urban
150,149,147,Urban
147,146,144,Urban
123,122,120,Urban
130,126,125,Urban
141,137,136,Urban
150,146,145,Urban
155,151,150,Urban
165,161,160,Urban
174,170,169,Urban
170,166,165,Urban
158,154,153,Urban
139,135,134,Urban
129,125,124,Urban
144,140,139,Urban
171,167,166,Urban
176,172,171,Urban
169,165,164,Urban
