13,45,64,Water
13,48,66,Water
14,52,70,Water
9,48,65,Water
7,46,63,Water
8,47,64,Water
8,47,64,Water
7,47,64,Water
7,49,65,Water
7,49,65,Water
5,49,65,Water
4,49,65,Water
4,50,65,Water
4,50,65,Water
7,52,67,Water
8,53,68,Water
8,53,69,Water
8,53,69,Water
12,50,66,Water
12,50,68,Water
8,47,64,Water
15,56,72,Water
6,48,64,Water
4,44,61,Water
8,48,65,Water
9,48,65,Water
9,48,65,Water
9,47,65,Water
9,47,65,Water
7,51,67,Water
6,51,67,Water
7,52,68,Water
8,53,69,Water
6,51,67,Water
7,52,67,Water
9,53,69,Water
10,54,69,Water
11,47,62,Water
7,49,64,Water
11,51,67,Water
10,53,69,Water
5,48,64,Water
4,46,62,Water
7,49,65,Water
10,48,66,Water
11,48,66,Water
11,47,66,Water
11,47,66,Water
9,50,66,Water
9,50,66,Water
10,51,67,Water
11,52,68,Water
9,50,66,Water
9,50,66,Water
9,50,67,Water
10,50,66,Water
12,48,62,Water
7,48,60,Water
11,51,65,Water
5,51,66,Water
4,50,65,Water
6,49,65,Water
9,51,67,Water
13,51,69,Water
14,50,69,Water
15,50,69,Water
16,49,68,Water
11,48,67,Water
11,48,67,Water
12,49,68,Water
13,50,69,Water
10,47,66,Water
10,47,65,Water
10,46,64,Water
9,46,63,Water
11,46,59,Water
8,50,60,Water
9,49,61,Water
2,48,63,Water
5,50,65,Water
8,51,67,Water
11,51,68,Water
14,52,70,Water
15,51,70,Water
17,51,70,Water
16,50,69,Water
13,48,67,Water
14,48,67,Water
15,49,67,Water
16,49,68,Water
13,46,65,Water
11,45,63,Water
9,43,61,Water
10,42,59,Water
9,40,52,Water
6,47,62,Water
9,46,62,Water
10,49,66,Water
10,50,66,Water
11,51,67,Water
11,50,67,Water
11,50,67,Water
11,50,67,Water
12,50,67,Water
12,50,67,Water
14,51,69,Water
13,49,68,Water
13,49,65,Water
13,47,62,Water
10,42,57,Water
9,41,55,Water
9,40,52,Water
9,39,51,Water
10,38,49,Water
7,48,63,Water
10,47,64,Water
11,49,69,Water
11,49,70,Water
12,50,71,Water
12,50,71,Water
9,50,70,Water
8,50,70,Water
8,49,70,Water
9,48,68,Water
8,44,62,Water
9,45,60,Water
10,44,59,Water
11,44,57,Water
11,41,52,Water
9,39,49,Water
8,36,47,Water
7,35,43,Water
9,34,41,Water
8,49,64,Water
11,48,65,Water
12,50,68,Water
11,49,68,Water
10,48,67,Water
10,48,67,Water
9,48,67,Water
9,48,67,Water
10,48,67,Water
10,47,66,Water
6,41,57,Water
8,41,55,Water
9,41,55,Water
11,40,53,Water
9,37,48,Water
8,35,45,Water
6,33,42,Water
6,31,40,Water
6,30,36,Water
9,50,65,Water
12,49,65,Water
11,50,68,Water
11,49,67,Water
9,48,65,Water
9,46,64,Water
10,46,65,Water
10,46,65,Water
11,46,65,Water
12,45,63,Water
10,41,56,Water
10,39,53,Water
9,36,49,Water
7,34,46,Water
8,33,45,Water
7,31,41,Water
6,29,38,Water
6,28,36,Water
6,26,33,Water
8,49,63,Water
9,47,63,Water
9,50,65,Water
9,49,65,Water
10,48,64,Water
11,47,63,Water
11,44,61,Water
11,43,61,Water
12,42,60,Water
12,41,59,Water
12,39,54,Water
11,36,50,Water
9,34,47,Water
8,32,44,Water
8,30,41,Water
8,29,39,Water
8,28,36,Water
8,27,35,Water
7,26,33,Water
8,49,63,Water
9,47,63,Water
9,50,63,Water
9,50,63,Water
11,49,63,Water
12,48,62,Water
12,43,58,Water
12,41,57,Water
12,39,56,Water
13,38,55,Water
12,36,50,Water
12,34,47,Water
10,32,45,Water
10,31,42,Water
9,28,39,Water
10,28,36,Water
9,26,34,Water
9,25,33,Water
9,25,33,Water
8,49,63,Water
9,48,63,Water
8,51,63,Water
9,50,63,Water
11,49,63,Water
12,48,62,Water
12,42,58,Water
12,39,56,Water
12,36,53,Water
11,33,50,Water
11,31,45,Water
11,30,44,Water
11,30,42,Water
11,30,40,Water
10,27,36,Water
11,25,34,Water
10,24,32,Water
11,24,32,Water
10,24,33,Water
8,48,62,Water
9,47,62,Water
8,50,61,Water
9,50,61,Water
11,48,61,Water
13,47,60,Water
